SETTLEMENTDATE,TOTALDEMAND,forcastedDemand,testDemand
2018-10-27 22:30:00,1194.48,,1172.23
2018-10-27 23:00:00,1189.96,,1169.04
2018-10-27 23:30:00,1206.37,,1254.19
2018-10-28 00:00:00,1388.38,,1255.18
2018-10-28 00:30:00,1322.61,,1266.99
2018-10-28 01:00:00,1276.43,,1274.31
2018-10-28 01:30:00,1195.55,,1188.79
2018-10-28 02:00:00,1129.74,,1312.17
2018-10-28 02:30:00,1093.8,,1123.12
2018-10-28 03:00:00,1070.47,,1116.86
2018-10-28 03:30:00,1026.76,,1114.07
2018-10-28 04:00:00,1006.94,,1109.55
2018-10-28 04:30:00,1024.53,,1081.2
2018-10-28 05:00:00,1008.77,,1075.9
2018-10-28 05:30:00,1013.81,,1112.8
2018-10-28 06:00:00,1038.85,,1159.37
2018-10-28 06:30:00,1031.09,,1139.48
2018-10-28 07:00:00,1024.51,,1127.65
2018-10-28 07:30:00,989.31,,1167.96
2018-10-28 08:00:00,981.51,,1215.13
2018-10-28 08:30:00,967.51,,1122.94
2018-10-28 09:00:00,927.9,,1093.17
2018-10-28 09:30:00,884.77,,1109.96
2018-10-28 10:00:00,822.01,,1091.26
2018-10-28 10:30:00,810.24,,1084.57
2018-10-28 11:00:00,809.81,,1077.13
2018-10-28 11:30:00,792.06,,1058.48
2018-10-28 12:00:00,767.38,,1058.29
2018-10-28 12:30:00,766.03,,1057.71
2018-10-28 13:00:00,775.3,,1062.98
2018-10-28 13:30:00,754.37,,1067.64
2018-10-28 14:00:00,724.36,,1079.74
2018-10-28 14:30:00,701.81,,1080.74
2018-10-28 15:00:00,737.13,,1090.89
2018-10-28 15:30:00,802.0,,1093.91
2018-10-28 16:00:00,869.64,,1109.53
2018-10-28 16:30:00,937.2,,1125.14
2018-10-28 17:00:00,1023.56,,1148.05
2018-10-28 17:30:00,1116.18,,1207.49
2018-10-28 18:00:00,1206.85,,1211.77
2018-10-28 18:30:00,1270.6,,1269.34
2018-10-28 19:00:00,1269.03,,1262.72
2018-10-28 19:30:00,1289.03,,1269.19
2018-10-28 20:00:00,1301.69,,1198.62
2018-10-28 20:30:00,1272.32,,1169.8
2018-10-28 21:00:00,1244.72,,1156.03
2018-10-28 21:30:00,1220.34,,1159.17
2018-10-28 22:00:00,1164.97,,1178.84
2018-10-28 22:30:00,1119.32,,1224.2
2018-10-28 23:00:00,1124.59,,1305.3
2018-10-28 23:30:00,1144.17,,1461.41
2018-10-29 00:00:00,1320.47,,1509.2
2018-10-29 00:30:00,1281.69,,1336.47
2018-10-29 01:00:00,1258.67,,1253.22
2018-10-29 01:30:00,1205.98,,1190.48
2018-10-29 02:00:00,1171.6,,1176.7
2018-10-29 02:30:00,1134.35,,1138.55
2018-10-29 03:00:00,1127.16,,1245.34
2018-10-29 03:30:00,1104.54,,1176.84
2018-10-29 04:00:00,1086.2,,1168.44
2018-10-29 04:30:00,1097.89,,1163.55
2018-10-29 05:00:00,1139.31,,1169.44
2018-10-29 05:30:00,1182.39,,1283.12
2018-10-29 06:00:00,1251.06,,1171.87
2018-10-29 06:30:00,1299.65,,1179.08
2018-10-29 07:00:00,1363.35,,1185.87
2018-10-29 07:30:00,1347.22,,1129.26
2018-10-29 08:00:00,1256.22,,1152.18
2018-10-29 08:30:00,1166.31,,1130.26
2018-10-29 09:00:00,1085.36,,1117.45
2018-10-29 09:30:00,1008.26,,1138.1
2018-10-29 10:00:00,955.83,,1114.28
2018-10-29 10:30:00,894.3,,1108.22
2018-10-29 11:00:00,861.69,,1124.87
2018-10-29 11:30:00,860.9,,1114.91
2018-10-29 12:00:00,868.86,,1095.92
2018-10-29 12:30:00,853.95,,1101.25
2018-10-29 13:00:00,852.61,,1110.7
2018-10-29 13:30:00,861.87,,1089.93
2018-10-29 14:00:00,865.32,,1091.24
2018-10-29 14:30:00,869.16,,1080.28
2018-10-29 15:00:00,901.53,,1096.58
2018-10-29 15:30:00,950.06,,1121.52
2018-10-29 16:00:00,1000.36,,1145.22
2018-10-29 16:30:00,1073.6,,1150.47
2018-10-29 17:00:00,1177.91,,1129.83
2018-10-29 17:30:00,1277.73,,1162.41
2018-10-29 18:00:00,1382.19,,1231.44
2018-10-29 18:30:00,1426.62,,1240.67
2018-10-29 19:00:00,1470.71,,1301.16
2018-10-29 19:30:00,1488.23,,1259.44
2018-10-29 20:00:00,1516.5,,1263.19
2018-10-29 20:30:00,1475.88,,1164.78
2018-10-29 21:00:00,1411.21,,1188.81
2018-10-29 21:30:00,1370.88,,1182.03
2018-10-29 22:00:00,1331.73,,1196.64
2018-10-29 22:30:00,1312.94,,1146.77
2018-10-29 23:00:00,1282.35,,1182.68
2018-10-29 23:30:00,1290.81,,1245.69
2018-10-30 00:00:00,1465.49,,1429.03
2018-10-30 00:30:00,1387.38,,1350.44
2018-10-30 01:00:00,1331.3,,1258.47
2018-10-30 01:30:00,1283.63,,1226.53
2018-10-30 02:00:00,1231.02,,1200.13
2018-10-30 02:30:00,1207.03,,1184.47
2018-10-30 03:00:00,1212.71,,1202.22
2018-10-30 03:30:00,1190.95,,1192.52
2018-10-30 04:00:00,1187.3,,1222.77
2018-10-30 04:30:00,1192.4,,1209.54
2018-10-30 05:00:00,1226.99,,1335.58
2018-10-30 05:30:00,1253.94,,1209.38
2018-10-30 06:00:00,1293.79,,1406.03
2018-10-30 06:30:00,1372.99,,1245.24
2018-10-30 07:00:00,1442.37,,1291.38
2018-10-30 07:30:00,1388.09,,1224.83
2018-10-30 08:00:00,1291.56,,1315.99
2018-10-30 08:30:00,1181.4,,1227.21
2018-10-30 09:00:00,1104.13,,1229.37
2018-10-30 09:30:00,1034.94,,1236.4
2018-10-30 10:00:00,973.58,,1228.39
2018-10-30 10:30:00,958.7,,1191.19
2018-10-30 11:00:00,937.44,,1191.92
2018-10-30 11:30:00,919.43,,1200.16
2018-10-30 12:00:00,933.53,,1209.97
2018-10-30 12:30:00,937.63,,1155.43
2018-10-30 13:00:00,930.4,,1146.85
2018-10-30 13:30:00,951.49,,1179.16
2018-10-30 14:00:00,975.0,,1136.99
2018-10-30 14:30:00,1005.11,,1125.06
2018-10-30 15:00:00,1051.56,,1179.14
2018-10-30 15:30:00,1136.35,,1230.66
2018-10-30 16:00:00,1201.85,,1225.22
2018-10-30 16:30:00,1303.19,,1160.24
2018-10-30 17:00:00,1378.8,,1246.37
2018-10-30 17:30:00,1466.35,,1222.1
2018-10-30 18:00:00,1496.16,,1243.9
2018-10-30 18:30:00,1464.1,,1243.99
2018-10-30 19:00:00,1450.41,,1277.64
2018-10-30 19:30:00,1458.47,,1275.1
2018-10-30 20:00:00,1484.47,,1378.68
2018-10-30 20:30:00,1451.96,,1365.57
2018-10-30 21:00:00,1417.43,,1355.98
2018-10-30 21:30:00,1368.78,,1200.36
2018-10-30 22:00:00,1324.18,,1171.55
2018-10-30 22:30:00,1311.91,,1188.77
2018-10-30 23:00:00,1271.33,,1196.58
2018-10-30 23:30:00,1258.27,,1396.19
2018-10-31 00:00:00,1441.09,,1513.56
2018-10-31 00:30:00,1382.89,,1226.12
2018-10-31 01:00:00,1354.46,,1377.95
2018-10-31 01:30:00,1277.46,,1350.87
2018-10-31 02:00:00,1246.5,,1263.42
2018-10-31 02:30:00,1233.04,,1221.65
2018-10-31 03:00:00,1200.21,,1247.61
2018-10-31 03:30:00,1211.78,,1259.84
2018-10-31 04:00:00,1169.9,,1215.58
2018-10-31 04:30:00,1193.59,,1359.5
2018-10-31 05:00:00,1219.03,,1254.36
2018-10-31 05:30:00,1244.78,,1353.29
2018-10-31 06:00:00,1332.57,,1241.83
2018-10-31 06:30:00,1404.71,,1372.71
2018-10-31 07:00:00,1465.88,,1411.02
2018-10-31 07:30:00,1441.37,,1206.56
2018-10-31 08:00:00,1361.35,,1228.29
2018-10-31 08:30:00,1299.37,,1250.0
2018-10-31 09:00:00,1260.86,,1229.58
2018-10-31 09:30:00,1218.74,,1220.36
2018-10-31 10:00:00,1172.31,,1271.62
2018-10-31 10:30:00,1154.08,,1207.04
2018-10-31 11:00:00,1158.27,,1157.88
2018-10-31 11:30:00,1153.87,,1252.66
2018-10-31 12:00:00,1140.22,,1176.26
2018-10-31 12:30:00,1152.67,,1159.63
2018-10-31 13:00:00,1181.7,,1122.61
2018-10-31 13:30:00,1251.88,,1129.97
2018-10-31 14:00:00,1304.21,,1108.52
2018-10-31 14:30:00,1397.87,,1110.31
2018-10-31 15:00:00,1472.98,,1154.48
2018-10-31 15:30:00,1517.44,,1159.13
2018-10-31 16:00:00,1577.71,,1253.36
2018-10-31 16:30:00,1661.15,,1185.81
2018-10-31 17:00:00,1758.11,,1267.78
2018-10-31 17:30:00,1775.01,,1307.11
2018-10-31 18:00:00,1814.23,,1422.72
2018-10-31 18:30:00,1856.09,,1361.69
2018-10-31 19:00:00,1829.48,,1450.96
2018-10-25 20:30:00,,,1135.57
2018-10-25 21:00:00,,,1098.96
2018-10-25 21:30:00,,,1111.98
2018-10-25 22:00:00,,,1092.92
2018-10-25 22:30:00,,,1073.34
2018-10-25 23:00:00,,,1072.8
2018-10-25 23:30:00,,,1159.01
2018-10-26 00:00:00,,,1313.5
2018-10-26 00:30:00,,,1145.42
2018-10-26 01:00:00,,,1136.09
2018-10-26 01:30:00,,,1116.39
2018-10-26 02:00:00,,,1103.93
2018-10-26 02:30:00,,,1102.08
2018-10-26 03:00:00,,,1108.15
2018-10-26 03:30:00,,,1104.12
2018-10-26 04:00:00,,,1117.02
2018-10-26 04:30:00,,,1193.55
2018-10-26 05:00:00,,,1174.56
2018-10-26 05:30:00,,,1268.53
2018-10-26 06:00:00,,,1307.22
2018-10-26 06:30:00,,,1225.37
2018-10-26 07:00:00,,,1210.33
2018-10-26 07:30:00,,,1285.42
2018-10-26 08:00:00,,,1180.05
2018-10-26 08:30:00,,,1162.03
2018-10-26 09:00:00,,,1123.79
2018-10-26 09:30:00,,,1117.7
2018-10-26 10:00:00,,,1134.22
2018-10-26 10:30:00,,,1134.45
2018-10-26 11:00:00,,,1120.87
2018-10-26 11:30:00,,,1123.16
2018-10-26 12:00:00,,,1104.86
2018-10-26 12:30:00,,,1076.38
2018-10-26 13:00:00,,,1077.69
2018-10-26 13:30:00,,,1129.75
2018-10-26 14:00:00,,,1145.15
2018-10-26 14:30:00,,,1103.5
2018-10-26 15:00:00,,,1125.67
2018-10-26 15:30:00,,,1123.9
2018-10-26 16:00:00,,,1129.69
2018-10-26 16:30:00,,,1117.0
2018-10-26 17:00:00,,,1170.49
2018-10-26 17:30:00,,,1157.92
2018-10-26 18:00:00,,,1241.8
2018-10-26 18:30:00,,,1263.42
2018-10-26 19:00:00,,,1322.74
2018-10-26 19:30:00,,,1144.85
2018-10-26 20:00:00,,,1269.11
2018-10-26 20:30:00,,,1230.93
2018-10-26 21:00:00,,,1128.36
2018-10-26 21:30:00,,,1108.15
2018-10-26 22:00:00,,,1102.22
2018-10-26 22:30:00,,,1139.56
2018-10-26 23:00:00,,,1143.58
2018-10-26 23:30:00,,,1301.83
2018-10-27 00:00:00,,,1250.54
2018-10-27 00:30:00,,,1151.76
2018-10-27 01:00:00,,,1127.08
2018-10-27 01:30:00,,,1110.64
2018-10-27 02:00:00,,,1117.47
2018-10-27 02:30:00,,,1117.47
2018-10-27 03:00:00,,,1112.92
2018-10-27 03:30:00,,,1102.82
2018-10-27 04:00:00,,,1095.32
2018-10-27 04:30:00,,,1120.3
2018-10-27 05:00:00,,,1417.67
2018-10-27 05:30:00,,,1281.7
2018-10-27 06:00:00,,,1199.24
2018-10-27 06:30:00,,,1261.6
2018-10-27 07:00:00,,,1244.54
2018-10-27 07:30:00,,,1147.64
2018-10-27 08:00:00,,,1149.62
2018-10-27 08:30:00,,,1134.49
2018-10-27 09:00:00,,,1121.44
2018-10-27 09:30:00,,,1125.9
2018-10-27 10:00:00,,,1118.09
2018-10-27 10:30:00,,,1160.44
2018-10-27 11:00:00,,,1116.86
2018-10-27 11:30:00,,,1154.6
2018-10-27 12:00:00,,,1175.66
2018-10-27 12:30:00,,,1156.25
2018-10-27 13:00:00,,,1174.8
2018-10-27 13:30:00,,,1141.23
2018-10-27 14:00:00,,,1129.32
2018-10-27 14:30:00,,,1120.09
2018-10-27 15:00:00,,,1147.04
2018-10-27 15:30:00,,,1156.54
2018-10-27 16:00:00,,,1185.17
2018-10-27 16:30:00,,,1176.96
2018-10-27 17:00:00,,,1183.44
2018-10-27 17:30:00,,,1191.98
2018-10-27 18:00:00,,,1191.37
2018-10-27 18:30:00,,,1192.96
2018-10-27 19:00:00,,,1232.06
2018-10-27 19:30:00,,,1188.31
2018-10-27 20:00:00,,,1177.86
2018-10-27 20:30:00,,,1174.07
2018-10-27 21:00:00,,,1151.36
2018-10-27 21:30:00,,,1147.72
2018-10-27 22:00:00,,,1121.52
2018-10-27 22:30:00,,,1172.23
2018-10-27 23:00:00,,,1169.04
2018-10-27 23:30:00,,,1254.19
2018-10-28 00:00:00,,,1255.18
2018-10-28 00:30:00,,,1266.99
2018-10-28 01:00:00,,,1274.31
2018-10-28 01:30:00,,,1188.79
2018-10-28 02:00:00,,,1312.17
2018-10-28 02:30:00,,,1123.12
2018-10-28 03:00:00,,,1116.86
2018-10-28 03:30:00,,,1114.07
2018-10-28 04:00:00,,,1109.55
2018-10-28 04:30:00,,,1081.2
2018-10-28 05:00:00,,,1075.9
2018-10-28 05:30:00,,,1112.8
2018-10-28 06:00:00,,,1159.37
2018-10-28 06:30:00,,,1139.48
2018-10-28 07:00:00,,,1127.65
2018-10-28 07:30:00,,,1167.96
2018-10-28 08:00:00,,,1215.13
2018-10-28 08:30:00,,,1122.94
2018-10-28 09:00:00,,,1093.17
2018-10-28 09:30:00,,,1109.96
2018-10-28 10:00:00,,,1091.26
2018-10-28 10:30:00,,,1084.57
2018-10-28 11:00:00,,,1077.13
2018-10-28 11:30:00,,,1058.48
2018-10-28 12:00:00,,,1058.29
2018-10-28 12:30:00,,,1057.71
2018-10-28 13:00:00,,,1062.98
2018-10-28 13:30:00,,,1067.64
2018-10-28 14:00:00,,,1079.74
2018-10-28 14:30:00,,,1080.74
2018-10-28 15:00:00,,,1090.89
2018-10-28 15:30:00,,,1093.91
2018-10-28 16:00:00,,,1109.53
2018-10-28 16:30:00,,,1125.14
2018-10-28 17:00:00,,,1148.05
2018-10-28 17:30:00,,,1207.49
2018-10-28 18:00:00,,,1211.77
2018-10-28 18:30:00,,,1269.34
2018-10-28 19:00:00,,,1262.72
2018-10-28 19:30:00,,,1269.19
2018-10-28 20:00:00,,,1198.62
2018-10-28 20:30:00,,,1169.8
2018-10-28 21:00:00,,,1156.03
2018-10-28 21:30:00,,,1159.17
2018-10-28 22:00:00,,,1178.84
2018-10-28 22:30:00,,,1224.2
2018-10-28 23:00:00,,,1305.3
2018-10-28 23:30:00,,,1461.41
2018-10-29 00:00:00,,,1509.2
2018-10-29 00:30:00,,,1336.47
2018-10-29 01:00:00,,,1253.22
2018-10-29 01:30:00,,,1190.48
2018-10-29 02:00:00,,,1176.7
2018-10-29 02:30:00,,,1138.55
2018-10-29 03:00:00,,,1245.34
2018-10-29 03:30:00,,,1176.84
2018-10-29 04:00:00,,,1168.44
2018-10-29 04:30:00,,,1163.55
2018-10-29 05:00:00,,,1169.44
2018-10-29 05:30:00,,,1283.12
2018-10-29 06:00:00,,,1171.87
2018-10-29 06:30:00,,,1179.08
2018-10-29 07:00:00,,,1185.87
2018-10-29 07:30:00,,,1129.26
2018-10-29 08:00:00,,,1152.18
2018-10-29 08:30:00,,,1130.26
2018-10-29 09:00:00,,,1117.45
2018-10-29 09:30:00,,,1138.1
2018-10-29 10:00:00,,,1114.28
2018-10-29 10:30:00,,,1108.22
2018-10-29 11:00:00,,,1124.87
2018-10-29 11:30:00,,,1114.91
2018-10-29 12:00:00,,,1095.92
2018-10-29 12:30:00,,,1101.25
2018-10-29 13:00:00,,,1110.7
2018-10-29 13:30:00,,,1089.93
2018-10-29 14:00:00,,,1091.24
2018-10-29 14:30:00,,,1080.28
2018-10-29 15:00:00,,,1096.58
2018-10-29 15:30:00,,,1121.52
2018-10-29 16:00:00,,,1145.22
2018-10-29 16:30:00,,,1150.47
2018-10-29 17:00:00,,,1129.83
2018-10-29 17:30:00,,,1162.41
2018-10-29 18:00:00,,,1231.44
2018-10-29 18:30:00,,,1240.67
2018-10-29 19:00:00,,,1301.16
2018-10-29 19:30:00,,,1259.44
2018-10-29 20:00:00,,,1263.19
2018-10-29 20:30:00,,,1164.78
2018-10-29 21:00:00,,,1188.81
2018-10-29 21:30:00,,,1182.03
2018-10-29 22:00:00,,,1196.64
2018-10-29 22:30:00,,,1146.77
2018-10-29 23:00:00,,,1182.68
2018-10-29 23:30:00,,,1245.69
2018-10-30 00:00:00,,,1429.03
2018-10-30 00:30:00,,,1350.44
2018-10-30 01:00:00,,,1258.47
2018-10-30 01:30:00,,,1226.53
2018-10-30 02:00:00,,,1200.13
2018-10-30 02:30:00,,,1184.47
2018-10-30 03:00:00,,,1202.22
2018-10-30 03:30:00,,,1192.52
2018-10-30 04:00:00,,,1222.77
2018-10-30 04:30:00,,,1209.54
2018-10-30 05:00:00,,,1335.58
2018-10-30 05:30:00,,,1209.38
2018-10-30 06:00:00,,,1406.03
2018-10-30 06:30:00,,,1245.24
2018-10-30 07:00:00,,,1291.38
2018-10-30 07:30:00,,,1224.83
2018-10-30 08:00:00,,,1315.99
2018-10-30 08:30:00,,,1227.21
2018-10-30 09:00:00,,,1229.37
2018-10-30 09:30:00,,,1236.4
2018-10-30 10:00:00,,,1228.39
2018-10-30 10:30:00,,,1191.19
2018-10-30 11:00:00,,,1191.92
2018-10-30 11:30:00,,,1200.16
2018-10-30 12:00:00,,,1209.97
2018-10-30 12:30:00,,,1155.43
2018-10-30 13:00:00,,,1146.85
2018-10-30 13:30:00,,,1179.16
2018-10-30 14:00:00,,,1136.99
2018-10-30 14:30:00,,,1125.06
2018-10-30 15:00:00,,,1179.14
2018-10-30 15:30:00,,,1230.66
2018-10-30 16:00:00,,,1225.22
2018-10-30 16:30:00,,,1160.24
2018-10-30 17:00:00,,,1246.37
2018-10-30 17:30:00,,,1222.1
2018-10-30 18:00:00,,,1243.9
2018-10-30 18:30:00,,,1243.99
2018-10-30 19:00:00,,,1277.64
2018-10-30 19:30:00,,,1275.1
2018-10-30 20:00:00,,,1378.68
2018-10-30 20:30:00,,,1365.57
2018-10-30 21:00:00,,,1355.98
2018-10-30 21:30:00,,,1200.36
2018-10-30 22:00:00,,,1171.55
2018-10-30 22:30:00,,,1188.77
2018-10-30 23:00:00,,,1196.58
2018-10-30 23:30:00,,,1396.19
2018-10-31 00:00:00,,,1513.56
2018-10-31 00:30:00,,,1226.12
2018-10-31 01:00:00,,,1377.95
2018-10-31 01:30:00,,,1350.87
2018-10-31 02:00:00,,,1263.42
2018-10-31 02:30:00,,,1221.65
2018-10-31 03:00:00,,,1247.61
2018-10-31 03:30:00,,,1259.84
2018-10-31 04:00:00,,,1215.58
2018-10-31 04:30:00,,,1359.5
2018-10-31 05:00:00,,,1254.36
2018-10-31 05:30:00,,,1353.29
2018-10-31 06:00:00,,,1241.83
2018-10-31 06:30:00,,,1372.71
2018-10-31 07:00:00,,,1411.02
2018-10-31 07:30:00,,,1206.56
2018-10-31 08:00:00,,,1228.29
2018-10-31 08:30:00,,,1250.0
2018-10-31 09:00:00,,,1229.58
2018-10-31 09:30:00,,,1220.36
2018-10-31 10:00:00,,,1271.62
2018-10-31 10:30:00,,,1207.04
2018-10-31 11:00:00,,,1157.88
2018-10-31 11:30:00,,,1252.66
2018-10-31 12:00:00,,,1176.26
2018-10-31 12:30:00,,,1159.63
2018-10-31 13:00:00,,,1122.61
2018-10-31 13:30:00,,,1129.97
2018-10-31 14:00:00,,,1108.52
2018-10-31 14:30:00,,,1110.31
2018-10-31 15:00:00,,,1154.48
2018-10-31 15:30:00,,,1159.13
2018-10-31 16:00:00,,,1253.36
2018-10-31 16:30:00,,,1185.81
2018-10-31 17:00:00,,,1267.78
2018-10-31 17:30:00,,,1307.11
2018-10-31 18:00:00,,,1422.72
2018-10-31 18:30:00,,,1361.69
2018-10-31 19:00:00,,,1450.96
2018-10-31 19:30:00,,1289.9,
2018-10-31 20:00:00,,1221.47,
2018-10-31 20:30:00,,1183.2,
2018-10-31 21:00:00,,1173.35,
2018-10-31 21:30:00,,1223.73,
2018-10-31 22:00:00,,1194.11,
2018-10-31 22:30:00,,1131.85,
2018-10-31 23:00:00,,1087.5,
2018-10-31 23:30:00,,1086.01,
2018-11-01 00:00:00,,1107.66,
2018-11-01 00:30:00,,1068.53,
2018-11-01 01:00:00,,1071.04,
2018-11-01 01:30:00,,1066.41,
2018-11-01 02:00:00,,1068.69,
2018-11-01 02:30:00,,1059.36,
2018-11-01 03:00:00,,1069.64,
2018-11-01 03:30:00,,1082.74,
2018-11-01 04:00:00,,1073.14,
2018-11-01 04:30:00,,1064.12,
2018-11-01 05:00:00,,1095.8,
2018-11-01 05:30:00,,1260.67,
2018-11-01 06:00:00,,1183.5,
2018-11-01 06:30:00,,1270.23,
2018-11-01 07:00:00,,1193.45,
2018-11-01 07:30:00,,1110.91,
2018-11-01 08:00:00,,1101.4,
2018-11-01 08:30:00,,1172.95,
2018-11-01 09:00:00,,1141.19,
2018-11-01 09:30:00,,1115.36,
2018-11-01 10:00:00,,1088.91,
2018-11-01 10:30:00,,1070.41,
2018-11-01 11:00:00,,1088.89,
2018-11-01 11:30:00,,1086.65,
2018-11-01 12:00:00,,1081.43,
2018-11-01 12:30:00,,1079.63,
2018-11-01 13:00:00,,1105.35,
2018-11-01 13:30:00,,1144.39,
2018-11-01 14:00:00,,1189.19,
2018-11-01 14:30:00,,1146.69,
2018-11-01 15:00:00,,1093.39,
2018-11-01 15:30:00,,1131.89,
2018-11-01 16:00:00,,1134.35,
2018-11-01 16:30:00,,1175.18,
2018-11-01 17:00:00,,1174.56,
2018-11-01 17:30:00,,1167.2,
2018-11-01 18:00:00,,1177.74,
2018-11-01 18:30:00,,1179.95,
2018-11-01 19:00:00,,1305.93,
