SETTLEMENTDATE,RRP,TOTALDEMAND
10/28/2018 10:00,83.37,822.01
10/28/2018 10:30,80.26,810.24
10/28/2018 11:00,88.78,809.81
10/28/2018 11:30,83.69,792.06
10/28/2018 12:00,73.92,767.38
10/28/2018 12:30,76.67,766.03
10/28/2018 13:00,81.53,775.3
10/28/2018 13:30,70.82,754.37
10/28/2018 14:00,71.5,724.36
10/28/2018 14:30,65.81,701.81
10/28/2018 15:00,74.26,737.13
10/28/2018 15:30,87.07,802
10/28/2018 16:00,99.12,869.64
10/28/2018 16:30,101.77,937.2
10/28/2018 17:00,91.31,1023.56
10/28/2018 17:30,107.78,1116.18
10/28/2018 18:00,141.95,1206.85
10/28/2018 18:30,146.45,1270.6
10/28/2018 19:00,175.55,1269.03
10/28/2018 19:30,155.55,1289.03
10/28/2018 20:00,157.36,1301.69
10/28/2018 20:30,108.97,1272.32
10/28/2018 21:00,120.96,1244.72
10/28/2018 21:30,117.59,1220.34
10/28/2018 22:00,124.84,1164.97
10/28/2018 22:30,99.9,1119.32
10/28/2018 23:00,117.91,1124.59
10/28/2018 23:30,148.89,1144.17
10/29/2018 0:00,235.1,1320.47
10/29/2018 0:30,198.8,1281.69
10/29/2018 1:00,155.08,1258.67
10/29/2018 1:30,139.55,1205.98
10/29/2018 2:00,126.57,1171.6
10/29/2018 2:30,118.8,1134.35
10/29/2018 3:00,127.6,1127.16
10/29/2018 3:30,122.8,1104.54
10/29/2018 4:00,137.71,1086.2
10/29/2018 4:30,131.21,1097.89
10/29/2018 5:00,191.83,1139.31
10/29/2018 5:30,131.13,1182.39
10/29/2018 6:00,224.57,1251.06
10/29/2018 6:30,148.67,1299.65
10/29/2018 7:00,170.89,1363.35
10/29/2018 7:30,138.72,1347.22
10/29/2018 8:00,182.59,1256.22
10/29/2018 8:30,139.88,1166.31
10/29/2018 9:00,140.94,1085.36
10/29/2018 9:30,144.37,1008.26
10/29/2018 10:00,140.46,955.83
10/29/2018 10:30,122.14,894.3
10/29/2018 11:00,122.5,861.69
10/29/2018 11:30,126.58,860.9
10/29/2018 12:00,131.42,868.86
10/29/2018 12:30,104.27,853.95
10/29/2018 13:00,99.94,852.61
10/29/2018 13:30,116.16,861.87
10/29/2018 14:00,94.95,865.32
10/29/2018 14:30,88.88,869.16
10/29/2018 15:00,116.15,901.53
10/29/2018 15:30,141.57,950.06
10/29/2018 16:00,138.91,1000.36
10/29/2018 16:30,106.69,1073.6
10/29/2018 17:00,149.22,1177.91
10/29/2018 17:30,137.38,1277.73
10/29/2018 18:00,148.02,1382.19
10/29/2018 18:30,148.06,1426.62
10/29/2018 19:00,164.31,1470.71
10/29/2018 19:30,163.09,1488.23
10/29/2018 20:00,211.95,1516.5
10/29/2018 20:30,205.86,1475.88
10/29/2018 21:00,201.39,1411.21
10/29/2018 21:30,126.68,1370.88
10/29/2018 22:00,112.36,1331.73
10/29/2018 22:30,120.94,1312.94
10/29/2018 23:00,124.81,1282.35
10/29/2018 23:30,220.04,1290.81
10/30/2018 0:00,273.19,1465.49
10/30/2018 0:30,139.35,1387.38
10/30/2018 1:00,211.61,1331.3
10/30/2018 1:30,199,1283.63
10/30/2018 2:00,157.47,1231.02
10/30/2018 2:30,137.16,1207.03
10/30/2018 3:00,149.82,1212.71
10/30/2018 3:30,155.74,1190.95
10/30/2018 4:00,134.18,1187.3
10/30/2018 4:30,203.03,1192.4
10/30/2018 5:00,153.09,1226.99
10/30/2018 5:30,200.13,1253.94
10/30/2018 6:00,147.01,1293.79
10/30/2018 6:30,209.18,1372.99
10/30/2018 7:00,226.86,1442.37
10/30/2018 7:30,129.74,1388.09
10/30/2018 8:00,140.41,1291.56
10/30/2018 8:30,150.98,1181.4
10/30/2018 9:00,141.04,1104.13
10/30/2018 9:30,136.53,1034.94
10/30/2018 10:00,161.42,973.58
10/30/2018 10:30,129.98,958.7
10/30/2018 11:00,105.5,937.44
10/30/2018 11:30,152.27,919.43
10/30/2018 12:00,114.71,933.53
10/30/2018 12:30,106.38,937.63
10/30/2018 13:00,87.63,930.4
10/30/2018 13:30,91.38,951.49
10/30/2018 14:00,80.41,975
10/30/2018 14:30,81.33,1005.11
10/30/2018 15:00,103.79,1051.56
10/30/2018 15:30,106.13,1136.35
10/30/2018 16:00,152.61,1201.85
10/30/2018 16:30,119.47,1303.19
10/30/2018 17:00,159.57,1378.8
10/30/2018 17:30,178.38,1466.35
10/30/2018 18:00,232.22,1496.16
10/30/2018 18:30,204.05,1464.1
10/30/2018 19:00,245.07,1450.41
10/30/2018 19:30,206.84,1458.47
10/30/2018 20:00,155.15,1484.47
10/30/2018 20:30,121.73,1451.96
10/30/2018 21:00,106.87,1417.43
10/30/2018 21:30,107.53,1368.78
10/30/2018 22:00,95.6,1324.18
10/30/2018 22:30,152.8,1311.91
10/30/2018 23:00,134.27,1271.33
10/30/2018 23:30,111.2,1258.27
10/31/2018 0:00,127.53,1441.09
10/31/2018 0:30,104.87,1382.89
10/31/2018 1:00,94.91,1354.46
10/31/2018 1:30,79.76,1277.46
10/31/2018 2:00,81.58,1246.5
10/31/2018 2:30,83.88,1233.04
10/31/2018 3:00,77.17,1200.21
10/31/2018 3:30,72.44,1211.78
10/31/2018 4:00,76.99,1169.9
10/31/2018 4:30,101.69,1193.59
10/31/2018 5:00,99.19,1219.03
10/31/2018 5:30,117.83,1244.78
10/31/2018 6:00,120.29,1332.57
10/31/2018 6:30,161.3,1404.71
10/31/2018 7:00,79.28,1465.88
10/31/2018 7:30,83.84,1441.37
10/31/2018 8:00,90.04,1361.35
10/31/2018 8:30,195.62,1299.37
10/31/2018 9:00,144.58,1260.86
10/31/2018 9:30,132.83,1218.74
10/31/2018 10:00,154.8,1172.31
10/31/2018 10:30,140.86,1154.08
10/31/2018 11:00,158.4,1158.27
10/31/2018 11:30,107.02,1153.87
10/31/2018 12:00,119.05,1140.22
10/31/2018 12:30,108.95,1152.67
10/31/2018 13:00,91.29,1181.7
10/31/2018 13:30,106.55,1251.88
10/31/2018 14:00,111.86,1304.21
10/31/2018 14:30,146.63,1397.87
10/31/2018 15:00,166.61,1472.98
10/31/2018 15:30,113.53,1517.44
10/31/2018 16:00,113.98,1577.71
10/31/2018 16:30,121.12,1661.15
10/31/2018 17:00,155.82,1758.11
10/31/2018 17:30,132.58,1775.01
10/31/2018 18:00,161.47,1814.23
10/31/2018 18:30,184.02,1856.09
10/31/2018 19:00,205.48,1829.48
10/31/2018 19:30,170.18,1789.18
10/31/2018 20:00,137.07,1751.88
10/31/2018 20:30,118.17,1681.17
10/31/2018 21:00,113.26,1607.22
10/31/2018 21:30,138.18,1545.73
10/31/2018 22:00,123.59,1449.48
10/31/2018 22:30,92.34,1416.54
10/31/2018 23:00,69.56,1381.02
10/31/2018 23:30,68.79,1388.08
11/1/2018 0:00,79.97,1547.27
11/1/2018 0:30,59.68,1451.29
11/1/2018 1:00,60.99,1430.92
11/1/2018 1:30,58.57,1332.71
11/1/2018 2:00,59.76,1249.68
11/1/2018 2:30,54.87,1255.85
11/1/2018 3:00,60.26,1265.53
11/1/2018 3:30,67.09,1258.32
11/1/2018 4:00,62.09,1284.21
11/1/2018 4:30,57.37,1280.25
11/1/2018 5:00,73.86,1268.64
11/1/2018 5:30,156.14,1259.14
11/1/2018 6:00,118.32,1319.96
11/1/2018 6:30,160.75,1342.78
11/1/2018 7:00,123.26,1405.99
11/1/2018 7:30,81.64,1403.29
11/1/2018 8:00,76.75,1420.82
11/1/2018 8:30,113.06,1423.24
11/1/2018 9:00,97.08,1435.44
11/1/2018 9:30,83.92,1412.75
11/1/2018 10:00,70.29,1444.75
11/1/2018 10:30,60.66,1451.81
11/1/2018 11:00,70.28,1500.49
11/1/2018 11:30,69.12,1543.48
11/1/2018 12:00,66.41,1538.2
11/1/2018 12:30,65.47,1581.94
11/1/2018 13:00,78.78,1619.09
11/1/2018 13:30,98.7,1623.23
11/1/2018 14:00,121.15,1645.82
11/1/2018 14:30,99.86,1628.6
11/1/2018 15:00,72.61,1624.23
11/1/2018 15:30,92.36,1722.85
11/1/2018 16:00,93.61,1773.77
11/1/2018 16:30,114.17,1807.04
11/1/2018 17:00,113.86,1873.53
11/1/2018 17:30,110.18,1889.06
11/1/2018 18:00,115.45,1924.57
11/1/2018 18:30,116.55,2014.13
11/1/2018 19:00,177.82,1980.02
